t_index	term	df
16638	sienna	1
16639	sierra	3
16640	siff	1
16641	sigarchi	2
16642	sigel	1
16643	sigh	3
16644	sight	27
16645	sighted	1
16646	sightse	1
16647	sigley	1
16648	sign	225
16649	signal	51
16650	signatur	9
16651	signifi	1
16652	signific	117
16653	sika	1
16654	sikh	1
16655	sikhism	1
16656	silenc	6
16657	silent	3
16658	silhouett	1
16659	silicon	11
16660	silk	17
16661	sillerman	1
16662	silli	6
16663	sillier	1
16664	silva	7
16665	silver	32
16666	silverad	1
16667	silverwar	4
16668	silvestr	2
16669	silvia	2
16670	silvio	4
16671	sim	8
16672	similar	154
16673	simm	1
16674	simmelink	1
16675	simmer	1
16676	simmon	3
16677	simon	60
16678	simonetti	4
16679	simpl	70
16680	simpler	6
16681	simplest	3
16682	simpli	125
16683	simplif	1
16684	simplifar	1
16685	simplifi	8
16686	simplist	1
16687	simpson	17
16688	simul	10
16689	simultan	14
16690	sin	7
16691	sina	2
16692	sinama	1
16693	sinatra	4
16694	sinc	490
16695	sincer	6
16696	sincerest	1
16697	sinch	1
16698	sinclair	3
16699	sindelfingen	1
16700	sindh	1
16701	sinew	1
16702	sing	29
16703	singapor	12
16704	singer	101
16705	singh	4
16706	singl	167
16707	singleton	1
16708	singstar	1
16709	siniscalco	1
16710	sinist	4
16711	sink	12
16712	sinn	1
16713	sinner	2
16714	sino	2
16715	sion	2
16716	sioux	1
16717	siouxsi	1
16718	sip	1
16719	siphon	1
16720	sir	111
16721	siregar	1
16722	sirius	1
16723	siriwan	1
16724	sister	34
16725	sisterhood	1
16726	sit	55
16727	sitcom	7
16728	site	113
16729	sith	1
16730	sititi	3
16731	sittingbourn	1
16732	situat	115
16733	sivabaek	1
16734	sivright	1
16735	sixfold	1
16736	sixteen	2
16737	sixth	45
16738	sixti	1
16739	sixway	1
16740	sizabl	1
16741	size	74
16742	sizeabl	3
16743	sizzla	2
16744	sk	2
16745	skarsgard	1
16746	skate	1
16747	skateboard	2
16748	skater	1
16749	skeen	1
16750	skelet	1
16751	skeleton	2
16752	sketch	5
16753	sketchbook	1
16754	ski	3
16755	skidelski	1
16756	skil	3
16757	skill	66
16758	skillset	1
16759	skim	1
16760	skin	10
16761	skinner	7
16762	skinni	2
16763	skip	5
16764	skipper	24
16765	skirmish	2
16766	skirt	2
16767	skivington	1
16768	skolski	1
16769	skull	4
16770	sky	37
16771	skynyrd	1
16772	skype	4
16773	skyscrap	3
16774	skywalk	3
16775	slab	1
16776	slack	6
16777	slade	1
16778	slager	1
16779	slain	1
16780	slam	63
16781	slamdanc	1
16782	slammer	1
16783	slang	3
16784	slant	1
16785	slap	5
16786	slash	15
16787	slate	6
16788	slater	5
16789	slatteri	1
16790	slaughter	4
16791	slave	2
16792	slaveri	1
16793	slavish	1
16794	slay	1
16795	slayer	1
16796	slba	1
16797	sleaford	2
16798	sleaz	1
16799	sledg	1
16800	sledgehamm	1
16801	sleek	3
16802	sleep	12
16803	sleeper	2
16804	sleepi	1
16805	sleepless	1
16806	sleepwalk	1
16807	sleev	1
16808	sleigh	1
16809	slender	3
16810	slept	1
16811	slew	4
16812	sli	2
16813	slice	15
16814	slick	7
16815	slid	10
16816	slide	23
16817	slight	75
16818	slightest	2
16819	slim	13
16820	slimfast	1
16821	slimlin	3
16822	slimmer	5
16823	slinkier	2
16824	slip	41
16825	slogan	11
16826	sloncek	2
16827	slop	1
16828	slope	1
16829	sloppi	4
16830	sloss	1
16831	slot	29
16832	slough	4
16833	slovak	1
16834	slovakia	5
16835	slovakian	2
16836	slovenia	4
16837	slovenian	1
16838	slow	100
16839	slowdown	29
16840	slower	29
16841	slowest	4
16842	slowli	18
16843	slug	4
16844	sluggish	19
16845	slum	3
16846	slump	26
16847	slung	1
16848	slur	1
16849	slurri	1
16850	slushi	1
16851	slushier	1
16852	sm	1
16853	smack	3
16854	small	138
16855	smaller	66
16856	smallest	5
16857	smallpox	2
16858	smart	24
16859	smartcard	4
16860	smarter	8
16861	smarti	1
16862	smartphon	8
16863	smash	18
16864	smashnova	2
16865	smatter	2
16866	smbc	1
16867	sme	1
16868	smear	5
16869	smell	5
16870	smernicki	1
16871	smertin	2
16872	smes	1
16873	smfg	1
16874	smile	11
16875	smiley	3
16876	smilli	1
16877	smirnoff	1
16878	smit	3
16879	smith	63
16880	smog	1
16881	smoke	17
16882	smoker	3
16883	smoki	1
16884	smooth	12
16885	smother	2
16886	smoulder	1
16887	sms	9
16888	smses	1
16889	smudg	1
16890	smuggl	4
16891	smuggler	2
16892	smut	1
16893	snack	4
16894	snaffl	2
16895	snake	6
16896	snalun	1
16897	snap	30
16898	snapfish	1
16899	snapper	1
16900	snappi	1
16901	snappl	1
16902	snapshot	1
16903	snatch	7
16904	snazzi	1
16905	sneak	5
16906	sneaker	1
16907	snecma	1
16908	sneddon	1
16909	sneer	1
16910	snicket	5
16911	snif	3
16912	sniffer	1
16913	snipe	3
16914	snippet	1
16915	snobberi	1
16916	snobbi	1
16917	snooker	1
16918	snoop	2
16919	snow	16
16920	snowbal	3
16921	snowboard	1
16922	snowfal	2
16923	snowmen	2
16924	snowmobil	1
16925	snp	6
16926	snub	7
16927	snuf	1
16928	snuff	1
16929	snyder	2
16930	soap	19
16931	soapbox	1
16932	soar	36
16933	sob	1
16934	sober	2
16935	soccer	6
16936	soccerex	1
16937	sociabl	2
16938	social	74
16939	socialist	2
16940	socied	1
16941	sociedad	4
16942	societ	2
16943	societi	86
16944	sock	2
16945	socket	1
16946	soda	1
16947	soderbergh	2
16948	soderl	1
16949	sodj	1
16950	sodomi	1
16951	sofa	2
16952	sofia	3
16953	soft	19
16954	softbank	1
16955	soften	5
16956	softer	5
16957	softwar	135
16958	soham	1
16959	sohn	1
16960	soho	1
16961	sohu	1
16962	soil	7
16963	sol	5
16964	solana	1
16965	solano	2
16966	solar	2
16967	solari	4
16968	sold	150
16969	soldier	18
16970	sole	21
16971	solent	1
16972	solheim	1
16973	solicit	6
16974	solicitor	10
16975	solid	35
16976	solidar	3
16977	solider	1
16978	solidifi	1
16979	solitari	2
16980	solo	10
16981	solomon	1
16982	solskjaer	2
16983	solut	57
16984	solv	38
16985	solvent	2
16986	solver	1
16987	somali	1
16988	somebodi	24
16989	someday	3
16990	someon	79
16991	somersault	1
16992	somerset	5
16993	someth	213
16994	sometim	47
16995	somewhat	13
16996	somewher	24
16997	son	43
16998	sonapt	1
16999	song	109
17000	songbook	3
17001	songwrit	12
17002	soni	78
17003	sonia	3
17004	sonni	6
17005	sontaya	2
17006	sonybmg	3
17007	sonyericsson	3
17008	soon	118
17009	sooner	13
17010	sooth	1
17011	sop	1
17012	sophi	9
17013	sophist	32
17014	sopho	14
17015	soppi	1
17016	soprano	2
17017	sore	3
17018	soro	3
17019	sorrel	3
17020	sorri	18
17021	sorround	1
17022	sorrow	2
17023	sort	99
17024	sos	2
17025	sothebi	1
17026	sotherton	6
17027	sotiri	1
17028	sought	35
17029	soul	22
17030	soulman	1
17031	sound	92
17032	soundbit	2
17033	soundtrack	6
17034	souness	11
17035	soup	6
17036	sour	5
17037	sourc	87
17038	souter	1
17039	south	166
17040	southal	1
17041	southampton	15
17042	southan	3
17043	southcorp	2
17044	southeast	1
17045	southeastern	1
17046	southern	36
17047	southernplayalisticadillacmuzik	1
17048	southgat	1
17049	southwark	1
17050	southwel	5
17051	southwest	3
17052	souvenir	1
17053	souza	2
17054	sovereign	5
17055	sovereignti	4
17056	soviet	12
17057	sovlink	1
17058	sowden	4
17059	soweto	1
17060	sown	1
17061	sox	1
17062	soy	1
17063	soybean	1
17064	sp	2
17065	sp2	3
17066	space	61
17067	spacey	5
17068	spade	2
17069	spadea	3
17070	spaghetti	1
17071	spain	51
17072	spala	1
17073	spall	2
17074	spam	27
17075	spamcop	1
17076	spamhaus	2
17077	spammer	15
17078	span	5
17079	spanglish	1
17080	spaniard	18
17081	spanish	41
17082	spar	2
17083	spare	17
17084	spark	51
17085	sparkassen	1
17086	sparkl	3
17087	sparrow	1
17088	spars	1
17089	spasiuk	1
17090	spasm	1
17091	spat	7
17092	spate	2
17093	spatial	1
17094	spawn	9
17095	spd	1
17096	speaight	2
17097	speak	144
17098	speaker	21
17099	speakerboxxx	3
17100	spear	7
17101	spearat	1
17102	spearhead	2
17103	spec	3
17104	speci	2
17105	special	136
17106	specialis	8
17107	specialist	25
17108	specif	75
17109	specifi	9
17110	specimen	2
17111	spectacl	2
17112	spectacular	7
17113	spectat	14
17114	spector	2
17115	spectrum	13
17116	specul	92
17117	sped	1
17118	speech	98
17119	speechless	1
17120	speechwork	2
17121	speed	102
17122	speeder	1
17123	speedi	4
17124	speedili	1
17125	speegl	1
17126	spell	32
17127	spellar	1
17128	spelman	2
17129	spelt	1
17130	spenc	1
17131	spencer	4
17132	spend	215
17133	spennymoor	1
17134	spent	114
17135	sphere	1
17136	spi	8
17137	spice	4
17138	spicejet	2
17139	spici	1
17140	spider	16
17141	spiderman	2
17142	spidey	2
17143	spiegel	1
17144	spielberg	2
17145	spike	7
17146	spikey	1
17147	spiki	3
17148	spill	12
17149	spin	28
17150	spinal	4
17151	spindler	1
17152	spine	3
17153	spinner	2
17154	spiral	5
17155	spirit	35
17156	spiritu	5
17157	spit	5
17158	spite	6
17159	spitzer	7
17160	splash	5
17161	splatter	2
17162	splinter	2
17163	split	40
17164	spoil	2
17165	spoilt	2
17166	spoke	30
17167	spokeman	1
17168	spoken	28
17169	spokesman	270
17170	spokespeopl	1
17171	spokesperson	24
17172	spokeswoman	62
17173	spongebob	2
17174	sponsor	15
17175	sponsorship	9
17176	spontan	2
17177	spoof	8
17178	spook	4
17179	spoon	8
17180	sporad	1
17181	spore	1
17182	sport	170
17183	sporti	1
17184	sportscar	1
17185	sportsman	3
17186	sportswear	1
17187	sportsweek	4
17188	sportswoman	1
17189	sportwagon	1
17190	spot	88
17191	spotless	10
17192	spotlight	13
17193	spous	2
17194	sprain	3
17195	sprawl	3
17196	spray	3
17197	spread	64
17198	spreadsheet	1
17199	spree	8
17200	sprem	2
17201	spring	43
17202	springboard	3
17203	springbok	4
17204	springer	4
17205	springsteen	3
17206	sprinkl	1
17207	sprint	25
17208	sprinter	31
17209	sprite	2
17210	spruce	1
17211	sprung	1
17212	sps	1
17213	spud	2
17214	spun	4
17215	spur	21
17216	spurlock	3
17217	spurn	4
17218	spurt	3
17219	sputter	4
17220	spybot	6
17221	spyglass	1
17222	spywar	19
17223	squabbl	11
17224	squad	83
17225	squalor	2
17226	squander	3
17227	squar	30
17228	squarep	2
17229	squash	5
17230	squatter	1
17231	squeez	19
17232	squib	1
17233	squid	1
17234	squirrel	1
17235	sr	1
17236	srebotnik	1
17237	sri	19
17238	srichaphan	4
17239	sridharan	1
17240	srinagar	1
17241	srs	1
17242	sru	1
17243	srx	1
17244	ssempgani	1
17245	sseyo	1
17246	ssl	1
17247	st	35
17248	stab	8
17249	stabber	1
17250	stabil	32
17251	stabilis	11
17252	stabl	17
17253	stacey	1
17254	stack	3
17255	stade	13
17256	stadium	52
17257	staff	85
17258	stafford	1
17259	staffordshir	4
17260	stage	164
17261	stagework	1
17262	stagger	10
17263	stagnant	3
17264	stagnat	10
17265	staid	2
17266	stain	4
17267	stair	3
17268	staircas	1
17269	stairway	2
17270	stake	62
17271	stakehold	3
17272	stakonia	1
17273	stale	1
17274	stalem	4
17275	stalin	2
17276	stalk	6
17277	stalker	3
17278	stall	7
17279	stallon	3
17280	stalwart	5
17281	stam	1
17282	stamford	10
17283	stammer	1
17284	stamp	16
17285	stan	4
17286	stanc	21
17287	stand	179
17288	standard	139
17289	standbi	1
17290	standoff	1
17291	standout	1
17292	standpoint	4
17293	standstil	2
17294	stanford	2
17295	stanic	1
17296	staniforth	1
17297	stanislaw	1
17298	stank	1
17299	stanley	16
17300	stanozolol	1
17301	stansfield	1
17302	stanst	2
17303	stanton	1
17304	stanzel	1
17305	stapl	6
17306	star	300
17307	starac	2
17308	starbuck	2
17309	starcom	1
17310	stardom	2
17311	stardust	1
17312	stare	4
17313	starfox	1
17314	stark	6
17315	staropramen	1
17316	starship	1
17317	starski	1
17318	start	454
17319	startac	2
17320	starter	3
17321	startl	3
17322	starv	2
17323	stat	9
17324	stata	1
17325	state	310
17326	stategist	1
17327	statement	197
17328	staten	1
17329	static	4
17330	station	62
17331	statist	55
17332	statistician	1
17333	statler	1
17334	statu	2
17335	statuett	3
17336	statur	7
17337	status	39
17338	statut	4
17339	statutori	9
17340	staunch	2
17341	staunchest	1
17342	staunton	19
17343	stavang	1
17344	stave	2
17345	stay	131
17346	stead	3
17347	steadfast	3
17348	steadi	14
17349	steadili	10
17350	steal	24
17351	stealth	7
17352	steam	10
17353	steami	2
17354	steamrol	1
17355	stearn	1
17356	steaua	1
17357	steed	1
17358	steel	17
17359	steeli	1
17360	steelmak	1
17361	steep	3
17362	steepest	1
17363	steer	18
17364	stefan	7
17365	stefani	5
17366	stefano	1
17367	steinmetz	1
17368	stelio	2
17369	stella	3
17370	stellan	1
17371	stellar	4
17372	stem	14
17373	stene	1
17374	stent	1
17375	step	175
17376	stepanek	1
17377	stepchild	1
17378	stepdaught	1
17379	stephan	1
17380	stephani	1
17381	stephen	66
17382	stephenson	3
17383	stepney	1
17384	stepsist	1
17385	stepson	1
17386	stereo	3
17387	stereophon	1
17388	stereotyp	8
17389	sterl	8
17390	stern	6
17391	sternest	1
17392	steroid	11
17393	steve	69
17394	steven	44
17395	stevenag	1
17396	stevenson	1
17397	stevi	9
17398	steward	1
17399	stewardess	1
17400	stewardship	2
17401	stewart	21
17402	steyn	1
17403	stick	38
17404	sticker	1
17405	stickl	1
17406	stiff	13
17407	stiffen	3
17408	stifl	8
17409	stiftstidend	1
17410	stile	1
17411	stilian	2
17412	stiliano	1
17413	stiller	6
17414	stilt	2
17415	stilwel	1
17416	stimpson	1
17417	stimul	14
17418	stimulus	1
17419	sting	7
17420	stink	3
17421	stint	2
17422	stipul	3
17423	stir	11
17424	stirl	1
17425	stitch	2
17426	stitzer	1
17427	stma	1
17428	stmc	1
17429	stock	117
17430	stockbrok	2
17431	stockholm	5
17432	stockmarket	1
17433	stockpil	9
17434	stockport	1
17435	stockton	1
17436	stoddart	2
17437	stoica	3
17438	stoichkov	1
17439	stoke	12
17440	stoker	2
17441	stole	7
17442	stolen	24
17443	stolichnaya	1
17444	stollenmay	1
17445	stomach	5
17446	stomp	2
17447	stone	35
17448	stood	23
17449	stoog	1
17450	stool	2
17451	stop	166
17452	stoppag	4
17453	stoppard	1
17454	stopper	3
17455	storag	40
17456	store	84
17457	storer	1
17458	storey	1
17459	stori	127
17460	storm	26
17461	stormi	3
17462	storylin	6
17463	stosur	3
17464	stout	2
17465	stowel	1
17466	stoy	2
17467	straberg	1
17468	strachan	2
17469	stradey	2
17470	strafe	2
17471	strafford	1
17472	straight	69
17473	straightforward	18
17474	strain	15
17475	strait	1
17476	strand	5
17477	strang	16
17478	stranger	4
17479	strangest	2
17480	strangl	1
17481	stranglehold	4
17482	stranmilli	1
17483	strap	2
17484	strasbourg	1
17485	strateg	25
17486	strategi	65
17487	strategist	24
17488	strathaus	1
17489	strathclyd	5
17490	stratocast	3
17491	strauss	3
17492	stravinski	1
17493	straw	30
17494	stray	2
17495	streak	12
17496	stream	30
17497	streamcast	3
17498	streamlin	4
17499	streep	5
17500	street	142
17501	streetwis	1
17502	streisand	5
17503	strength	54
17504	strengthen	43
17505	strenuous	1
17506	stress	63
17507	stretch	23
17508	stretcher	1
17509	stricken	1
17510	strict	23
17511	stricter	2
17512	stride	8
17513	strider	2
17514	strife	2
17515	strihavka	1
17516	strike	63
17517	striker	57
17518	string	27
17519	stringent	4
17520	stringer	11
17521	stringfellow	2
17522	strip	17
17523	stripe	5
17524	stripi	1
17525	strive	3
17526	strode	1
17527	strohmaier	1
17528	stroke	16
17529	strokosch	1
17530	stroll	4
17531	stromstedt	1
17532	strong	256
17533	strongbow	1
17534	stronger	51
17535	strongest	15
17536	stronghold	2
17537	struck	34
17538	structur	43
17539	strudwick	1
17540	struggl	114
17541	struggler	2
17542	strut	1
17543	stuart	19
17544	stub	1
17545	stubb	2
17546	stubborn	6
17547	stuck	19
17548	stud	1
17549	student	44
17550	studi	101
17551	studio	77
17552	studious	2
17553	stueker	1
17554	stuf	3
17555	stuff	37
17556	stumbl	9
17557	stump	1
17558	stun	17
17559	stung	1
17560	stunt	11
17561	stupend	1
17562	stupid	10
17563	sturgeon	6
17564	sturrock	2
17565	stutter	7
17566	stuttgart	4
17567	style	64
17568	stylis	1
17569	stylish	1
17570	stylus	5
17571	su	35
17572	sub	25
17573	suba	1
17574	subaru	1
17575	subconsci	1
17576	subcontractor	2
17577	subdu	5
17578	subhash	1
17579	subir	2
17580	subject	78
17581	sublim	4
17582	sublimin	2
17583	submarin	3
17584	submiss	10
17585	submit	31
17586	subscrib	37
17587	subscript	19
17588	subsequ	30
17589	subset	2
17590	subsid	2
17591	subsidi	17
17592	subsidiari	27
17593	subsidis	8
17594	substanc	19
17595	substanti	46
17596	substitut	18
17597	subsum	2
17598	subtitl	1
17599	subtitut	1
17600	subtl	2
17601	subtleti	5
17602	suburb	4
17603	suburban	2
17604	subvers	1
17605	subway	1
17606	succeed	51
17607	succesful	1
17608	success	292
17609	successor	10
17610	succour	1
17611	succumb	2
17612	sucessor	1
17613	suck	11
17614	suction	1
17615	sudan	7
17616	sudanes	2
17617	sudden	32
17618	sudel	1
17619	sudetenland	1
17620	sue	29
17621	sued	1
17622	suez	2
17623	suffer	142
17624	suffic	1
17625	suffici	25
17626	suffix	4
17627	suffoc	1
17628	suffolk	2
17629	sugabab	1
17630	sugar	6
17631	sugari	1
17632	suge	1
17633	suggest	263
17634	sugiyama	2
17635	suha	1
17636	suicid	15
17637	suiss	5
17638	suit	55
17639	suitabl	18
17640	suitcas	1
17641	suitor	7
17642	sukarnoputri	1
17643	sukul	1
17644	sulimanov	1
17645	sulk	1
17646	sullivan	28
17647	sulpic	1
17648	sultan	1
17649	sultri	1
17650	sum	30
17651	sumitomo	3
17652	summari	4
17653	summaris	1
17654	summer	127
17655	summit	29
17656	summon	3
17657	sun	21
17658	sundanc	7
17659	sundar	1
17660	sunday	205
17661	sunderland	6
17662	sundra	2
17663	sung	6
17664	sunil	1
17665	sunita	1
17666	sunk	2
17667	sunken	1
17668	sunner	1
17669	sunov	1
17670	sunset	3
17671	sunshin	11
17672	suntori	1
17673	super	47
17674	superb	27
17675	superbl	4
17676	superbowl	1
17677	supercharg	1
17678	superclub	1
17679	supercomput	6
17680	superconduct	1
17681	superfast	1
17682	superfici	2
17683	supergrass	1
17684	supergroup	2
17685	superhero	5
17686	superieur	1
17687	superimpos	1
17688	superintend	3
17689	superior	12
17690	superjumbo	2
17691	superman	3
17692	supermarion	1
17693	supermarket	9
17694	supermodel	3
17695	supernanni	1
17696	supernatur	4
17697	supers	1
17698	supersed	1
17699	superstar	6
17700	superteam	1
17701	supervis	1
17702	supervisor	1
17703	supervisori	2
17704	supervolcano	1
17705	supplant	1
17706	supplement	7
17707	supplementari	1
17708	suppli	71
17709	supplier	21
17710	support	323
17711	suppos	31
17712	suppress	3
17713	suprem	17
17714	supremaci	4
17715	supremo	8
17716	suprnova	4
17717	supt	1
17718	sur	1
17719	suranga	1
17720	surburban	1
17721	surcharg	1
17722	sure	155
17723	surefir	1
17724	surest	1
17725	sureyya	1
17726	surf	12
17727	surfac	25
17728	surfer	13
17729	surfwear	1
17730	surg	39
17731	surgen	1
17732	surgeon	2
17733	surgeri	25
17734	surgic	1
17735	surgutneftega	1
17736	surgutneftegaz	1
17737	surpass	21
17738	surplus	19
17739	surpris	134
17740	surprisng	1
17741	surreal	4
17742	surrend	7
17743	surreptiti	8
17744	surrey	5
17745	surround	52
17746	surveil	7
17747	survey	86
17748	surveyor	1
17749	surviv	44
17750	survivor	10
17751	susan	13
17752	susann	1
17753	susanna	2
17754	suscept	2
17755	susilo	1
17756	suspect	49
17757	suspend	68
17758	suspens	28
17759	suspici	12
17760	suspicion	28
17761	sussex	3
17762	sustain	69
17763	susten	1
17764	sutherland	3
17765	sutra	1
17766	sutton	2
17767	suv	5
17768	suzi	1
17769	suzuki	3
17770	sv	2
17771	svanberg	1
17772	sven	7
17773	svensson	1
17774	sveta	1
17775	svetlana	11
17776	sw19	1
17777	swagger	2
17778	swain	1
17779	swallow	3
17780	swaminarayan	1
17781	swamp	3
17782	swan	2
17783	swank	12
17784	swansea	13
17785	swansong	1
17786	swap	34
17787	swapper	4
17788	swarm	3
17789	swashbuckl	1
17790	swastika	2
17791	swat	1
17792	swath	2
17793	sway	1
17794	swaziland	2
17795	swear	9
17796	sweat	1
17797	sweatshirt	2
17798	sweatshop	1
17799	swede	11
17800	sweden	29
17801	swedish	7
17802	sweeney	10
17803	sweep	13
17804	sweer	1
17805	sweet	16
17806	sweeten	8
17807	sweeter	1
17808	sweetest	1
17809	sweetheart	1
17810	sweetman	1
17811	swell	12
17812	swept	10
17813	swerv	1
17814	swift	18
17815	swiftest	1
17816	swim	4
17817	swindl	1
17818	swindon	4
17819	swing	12
17820	swipe	3
17821	swiss	29
17822	switch	61
17823	switzerland	19
17824	swivel	3
17825	swollen	1
17826	swoop	2
17827	swoosh	2
17828	sword	2
17829	swore	1
17830	sworn	2
17831	swung	5
17832	sybari	4
17833	sydney	40
17834	sydow	1
17835	sydus	1
17836	syke	2
17837	syllabl	1
17838	sylphid	1
17839	sylvain	6
17840	sylvest	2
17841	sylvia	6
17842	symantec	7
17843	symbian	4
17844	symbol	19
17845	symbolis	3
17846	symbologist	1
17847	symmon	2
17848	sympathet	3
17849	sympathi	3
17850	sympathis	3
17851	symphoni	2
17852	symptom	3
17853	symptomat	1
17854	sync	3
17855	syncop	1
17856	syndic	6
17857	syndol	1
17858	syne	1
17859	synergi	3
17860	synergist	1
17861	synonym	3
17862	synopsi	1
17863	synthes	1
17864	synthesis	2
17865	synthet	1
17866	syria	2
17867	systemat	6
17868	szilard	1
17869	t	665
17870	tab	2
17871	tabacco	1
17872	tabak	1
17873	tabbi	2
17874	tabl	51
17875	tablet	4
17876	tabloid	6
17877	taboo	1
17878	tabucchi	1
17879	tacit	2
17880	tacitus	1
17881	tack	2
17882	tackl	103
17883	tackler	1
17884	tactic	42
17885	tad	1
17886	tadeu	1
17887	taek	1
17888	tag	26
17889	taha	1
17890	tai	1
17891	taik	3
17892	tail	2
17893	tailor	7
17894	tainment	1
17895	taint	3
17896	taipei	2
17897	tait	13
17898	taiwan	6
17899	takahashi	1
17900	takashi	2
17901	takeaway	2
17902	taken	211
17903	takenaka	4
17904	takeov	47
17905	taker	1
17906	takuo	1
17907	talal	3
17908	talbot	2
17909	tale	19
17910	talent	76
17911	talisman	2
17912	talk	259
17913	talkat	1
17914	talker	1
17915	talktalk	2
17916	tall	3
17917	taller	1
17918	tallest	1
17919	talli	10
17920	tama	2
17921	tamagotchi	2
17922	tambien	1
17923	tambon	1
17924	tambourin	2
17925	tame	4
17926	tamil	3
17927	tamimi	1
17928	tampa	5
17929	tamper	4
17930	tamsin	1
17931	tan	4
17932	tana	1
17933	tanas	1
17934	tanco	1
17935	tandem	2
17936	tandi	2
17937	tangibl	1
17938	tango	1
17939	tanguay	1
17940	taniesha	1
17941	tank	19
17942	tankan	2
17943	tanker	3
17944	tannadic	1
17945	tanner	1
17946	tanni	1
17947	tansley	1
17948	tantalis	1
17949	tantamount	1
17950	tantilis	1
17951	tanzania	4
17952	tanzi	1
17953	tap	14
17954	tape	24
17955	taper	1
17956	tapp	1
17957	tapsfield	1
17958	tapwav	2
17959	tara	1
17960	taran	2
17961	tarantino	3
17962	tarceva	1
17963	tardelli	1
17964	tardi	1
17965	target	193
17966	tariff	12
17967	tarik	1
17968	tariku	1
17969	tarkovski	1
17970	tarnat	1
17971	tarnish	1
17972	tarpishchev	1
17973	tarrant	1
17974	tartan	3
17975	taser	1
17976	task	61
17977	taskforc	1
17978	tass	1
17979	tast	18
17980	tasteless	1
17981	taster	1
17982	tasti	1
17983	tat	2
17984	tata	3
17985	tate	8
17986	tateson	1
17987	tatiana	2
17988	tatooin	1
17989	tatter	2
17990	tattl	1
17991	tatton	1
17992	tattoo	4
17993	taught	6
17994	taukafa	2
17995	taunt	5
17996	taunton	1
17997	taurel	1
17998	tautou	6
17999	tav	2
18000	tavern	1
18001	tax	164
18002	taxat	17
18003	taxi	7
18004	taxidermi	1
18005	taxpay	26
18006	taylor	65
18007	tb	2
18008	tbc	1
18009	tbwa	1
18010	tci	3
18011	tcp	1
18012	tdg	1
18013	te	1
18014	tea	5
18015	teach	19
18016	teacher	34
18017	teag	1
18018	teak	1
18019	team	270
18020	teamwork	2
18021	tear	20
18022	teas	1
18023	teather	1
18024	tebbit	1
18025	tech	41
18026	techi	1
18027	technic	79
18028	technician	4
18029	techniqu	23
18030	techno	1
18031	technocrat	1
18032	technolog	249
18033	technologist	1
18034	technophob	2
18035	technorati	6
18036	tecmo	1
18037	ted	6
18038	teddi	2
18039	tedious	3
18040	tee	2
18041	teen	10
18042	teena	1
18043	teenag	53
18044	teessid	1
18045	teeter	5
18046	teeth	15
18047	tehran	2
18048	teignmouth	1
18049	teja	1
18050	tel	18
18051	telco	6
18052	tele	1
18053	telecast	2
18054	telecentr	1
18055	telecom	49
18056	telecommun	25
18057	telefonica	2
18058	telegraaf	1
18059	telegraph	23
18060	telekom	7
18061	telemedicin	1
18062	telemetr	1
18063	telenor	2
18064	telephon	45
18065	telephoni	8
18066	telephoto	1
18067	teleservic	1
18068	telesystem	1
18069	telethon	1
18070	televentur	1
18071	televis	127
18072	telewest	4
18073	telford	1
18074	teliasonera	1
18075	tell	123
18076	telli	1
18077	tellier	1
18078	temko	1
18079	temper	6
18080	temperament	2
18081	temperatur	10
18082	tempest	1
18083	templ	2
18084	templat	2
18085	templeton	1
18086	tempo	2
18087	temporari	19
18088	temporarili	9
18089	tempt	17
18090	temptat	4
18091	tenant	1
18092	tend	54
18093	tendenc	6
18094	tender	9
18095	tendin	1
18096	tendon	6
18097	tenet	1
18098	tenfold	8
18099	tennesse	2
18100	tenni	42
18101	tens	16
18102	tension	18
18103	tent	2
18104	tenterhook	1
18105	tenth	3
18106	tenur	4
18107	tepid	1
18108	terabyt	2
18109	teraflop	2
18110	tergat	1
18111	teri	1
18112	term	260
18113	termin	12
18114	terrahawk	1
18115	terrel	1
18116	terrenc	1
18117	terrestr	1
18118	terrestri	9
18119	terri	20
18120	terribl	14
18121	terrif	4
18122	terrifi	2
18123	territori	23
18124	terror	61
18125	terroris	2
18126	terrorist	26
18127	terzian	1
18128	tesco	4
18129	tess	2
18130	tessa	9
18131	test	172
18132	testament	8
18133	tester	2
18134	testifi	5
18135	testimoni	9
18136	testino	1
18137	testosteron	1
18138	tet	1
18139	tether	1
18140	tetrahydrocannabinol	1
18141	tetri	2
18142	tetsuro	1
18143	teva	1
18144	tevez	1
18145	tevfik	1
18146	texa	20
18147	texan	3
18148	text	60
18149	textbook	5
18150	textil	8
18151	textphon	1
18152	textual	3
18153	textur	4
18154	tfc	1
18155	tfl	1
18156	tgwu	2
18157	thabo	3
18158	thackeray	1
18159	thadao	1
18160	thai	11
18161	thailand	20
18162	thaksin	2
18163	thale	1
18164	thaliand	1
18165	thalman	1
18166	thame	6
18167	thank	82
18168	thanksgiv	2
18169	thanou	16
18170	thatcher	15
18171	thatcherit	1
18172	thaw	1
18173	thay	1
18174	thayer	2
18175	theater	2
18176	theatr	47
18177	theatrego	1
18178	theatric	4
18179	theed	3
18180	thefirst	1
18181	theft	24
18182	theirfamili	1
18183	theme	41
18184	themselv	139
18185	theo	5
18186	theodor	3
18187	theolonius	1
18188	theorem	1
18189	theoret	5
18190	theori	10
18191	therapi	4
18192	thereabout	1
